Product,Firm Name & Address,OM No & Date,Expiry Date,Remarks,phonenumber,address_line1,address_line2,city,state,postal_code
"25 KVA, 3-Ph. Distribution Transformer","M/s. Anand Transmission Products Pvt. Ltd., K.I.A.D.B. Industrial Area, Plot No-56 & A3, Vijayapur. Ph: 9902534167",J2998-81 Dtd: 12.06.2022,11.06.2026,02 Years,9902534167,M/s. Anand Transmission Products Pvt. Ltd,K.I.A.D.B. Industrial Area,Vijayapur,,
25 KVA BEE-2 Star Distribution Transformer,"M/s. Anand Transmission Products Pvt. Ltd., K.I.A.D.B. Industrial Area, Plot No-56 & A3, Vijayapur. Ph: 9902534167",J2998-81 Dtd: 12.06.2022,11.06.2026,02 Years,9902534167,M/s. Anand Transmission Products Pvt. Ltd,K.I.A.D.B. Industrial Area,Vijayapur,,
"100 KVA, 3-Ph. Distribution Transformer","M/s. Anand Transmission Products Pvt. Ltd., K.I.A.D.B. Industrial Area, Plot No-56 & A3, Vijayapur. Ph: 9902534167",J2998-81 Dtd: 12.06.2022,11.06.2026,02 Years,9902534167,M/s. Anand Transmission Products Pvt. Ltd,K.I.A.D.B. Industrial Area,Vijayapur,,
HT & LT Stay Set,"M/s. Anand Transmission Products Pvt. Ltd., K.I.A.D.B. Industrial Area, Plot No-56 & A3, Vijayapur. Ph: 9902534167",J2998-81 Dtd: 12.06.2022,11.06.2026,02 Years,9902534167,M/s. Anand Transmission Products Pvt. Ltd,K.I.A.D.B. Industrial Area,Vijayapur,,
9 Mtr. PSC Pole,"M/s. Anand Transmission Products Pvt. Ltd., K.I.A.D.B. Industrial Area, Plot No-56 & A3, Vijayapur. Ph: 9902534167",J2998-81 Dtd: 12.06.2022,11.06.2026,02 Years,9902534167,M/s. Anand Transmission Products Pvt. Ltd,K.I.A.D.B. Industrial Area,Vijayapur,,
Double Pole Structure,"M/s. Anand Transmission Products Pvt. Ltd., K.I.A.D.B. Industrial Area, Plot No-56 & A3, Vijayapur. Ph: 9902534167",J2998-81 Dtd: 12.06.2022,11.06.2026,02 Years,9902534167,M/s. Anand Transmission Products Pvt. Ltd,K.I.A.D.B. Industrial Area,Vijayapur,,
HT Pole Bracket with COS,"M/s. Anand Transmission Products Pvt. Ltd., K.I.A.D.B. Industrial Area, Plot No-56 & A3, Vijayapur. Ph: 9902534167",J2998-81 Dtd: 12.06.2022,11.06.2026,02 Years,9902534167,M/s. Anand Transmission Products Pvt. Ltd,K.I.A.D.B. Industrial Area,Vijayapur,,
HT Pole Bracket Unit,"M/s. Anand Transmission Products Pvt. Ltd., K.I.A.D.B. Industrial Area, Plot No-56 & A3, Vijayapur. Ph: 9902534167",J2998-81 Dtd: 12.06.2022,11.06.2026,02 Years,9902534167,M/s. Anand Transmission Products Pvt. Ltd,K.I.A.D.B. Industrial Area,Vijayapur,,
Guy Set (Disc Insulator),"M/s. Anand Transmission Products Pvt. Ltd., K.I.A.D.B. Industrial Area, Plot No-56 & A3, Vijayapur. Ph: 9902534167",J2998-81 Dtd: 12.06.2022,11.06.2026,02 Years,9902534167,M/s. Anand Transmission Products Pvt. Ltd,K.I.A.D.B. Industrial Area,Vijayapur,,
Guy Set (Pin Insulator),"M/s. Anand Transmission Products Pvt. Ltd., K.I.A.D.B. Industrial Area, Plot No-56 & A3, Vijayapur. Ph: 9902534167",J2998-81 Dtd: 12.06.2022,11.06.2026,02 Years,9902534167,M/s. Anand Transmission Products Pvt. Ltd,K.I.A.D.B. Industrial Area,Vijayapur,,
Pole Clamps,"M/s. Anand Transmission Products Pvt. Ltd., K.I.A.D.B. Industrial Area, Plot No-56 & A3, Vijayapur. Ph: 9902534167",J2998-81 Dtd: 12.06.2022,11.06.2026,02 Years,9902534167,M/s. Anand Transmission Products Pvt. Ltd,K.I.A.D.B. Industrial Area,Vijayapur,,
LT 2 Pin Cross Arm,"M/s. Anand Transmission Products Pvt. Ltd., K.I.A.D.B. Industrial Area, Plot No-56 & A3, Vijayapur. Ph: 9902534167",J2998-81 Dtd: 12.06.2022,11.06.2026,02 Years,9902534167,M/s. Anand Transmission Products Pvt. Ltd,K.I.A.D.B. Industrial Area,Vijayapur,,
9 Mtr. X-arm Support,"M/s. Anand Transmission Products Pvt. Ltd., K.I.A.D.B. Industrial Area, Plot No-56 & A3, Vijayapur. Ph: 9902534167",J2998-81 Dtd: 12.06.2022,11.06.2026,02 Years,9902534167,M/s. Anand Transmission Products Pvt. Ltd,K.I.A.D.B. Industrial Area,Vijayapur,,
LT 4 Pin Cross Arm with set,"Amarpurna Engineers, 8-113-21, KEB Road Opp: Forest Office Bada Bazar, Bidar. Ph: 9986121555",G375373 Dtd: 16.03.2022,15.03.2026,02 Years,9986121555,Amarpurna Engineers,8-113-21,Bidar,,
LT 2 Pin Cross Arm with set,"Amarpurna Engineers, 8-113-21, KEB Road Opp: Forest Office Bada Bazar, Bidar. Ph: 9986121555",G375373 Dtd: 16.03.2022,15.03.2026,02 Years,9986121555,Amarpurna Engineers,8-113-21,Bidar,,
LT Special 1 Pin Cross Arm with set,"Amarpurna Engineers, 8-113-21, KEB Road Opp: Forest Office Bada Bazar, Bidar. Ph: 9986121555",G375373 Dtd: 16.03.2022,15.03.2026,02 Years,9986121555,Amarpurna Engineers,8-113-21,Bidar,,
"11 kV, Y Type Cross Arm with set","Amarpurna Engineers, 8-113-21, KEB Road Opp: Forest Office Bada Bazar, Bidar. Ph: 9986121555",G375373 Dtd: 16.03.2022,15.03.2026,02 Years,9986121555,Amarpurna Engineers,8-113-21,Bidar,,
Pole clamp,"Amarpurna Engineers, 8-113-21, KEB Road Opp: Forest Office Bada Bazar, Bidar. Ph: 9986121555",G375373 Dtd: 16.03.2022,15.03.2026,02 Years,9986121555,Amarpurna Engineers,8-113-21,Bidar,,
33 kV Double Pole Structure with set,"Amarpurna Engineers, 8-113-21, KEB Road Opp: Forest Office Bada Bazar, Bidar. Ph: 9986121555",G375373 Dtd: 16.03.2022,15.03.2026,02 Years,9986121555,Amarpurna Engineers,8-113-21,Bidar,,
33 kV pole TC set,"Amarpurna Engineers, 8-113-21, KEB Road Opp: Forest Office Bada Bazar, Bidar. Ph: 9986121555",G375373 Dtd: 16.03.2022,15.03.2026,02 Years,9986121555,Amarpurna Engineers,8-113-21,Bidar,,
Double Pole Structure with set,"Amarpurna Engineers, 8-113-21, KEB Road Opp: Forest Office Bada Bazar, Bidar. Ph: 9986121555",G375373 Dtd: 16.03.2022,15.03.2026,02 Years,9986121555,Amarpurna Engineers,8-113-21,Bidar,,
33 kV V Cross Arm with set,"Amarpurna Engineers, 8-113-21, KEB Road Opp: Forest Office Bada Bazar, Bidar. Ph: 9986121555",G375373 Dtd: 16.03.2022,15.03.2026,02 Years,9986121555,Amarpurna Engineers,8-113-21,Bidar,,
11 kV Double Pole Structure with set,"Amarpurna Engineers, 8-113-21, KEB Road Opp: Forest Office Bada Bazar, Bidar. Ph: 9986121555",G375373 Dtd: 16.03.2022,15.03.2026,02 Years,9986121555,Amarpurna Engineers,8-113-21,Bidar,,
HT Support,"Amarpurna Engineers, 8-113-21, KEB Road Opp: Forest Office Bada Bazar, Bidar. Ph: 9986121555",G375373 Dtd: 16.03.2022,15.03.2026,02 Years,9986121555,Amarpurna Engineers,8-113-21,Bidar,,
Guy Set (Disc Insulator),"Amarpurna Engineers, 8-113-21, KEB Road Opp: Forest Office Bada Bazar, Bidar. Ph: 9986121555",G375373 Dtd: 16.03.2022,15.03.2026,02 Years,9986121555,Amarpurna Engineers,8-113-21,Bidar,,
HT Pole Clamps,"Amarpurna Engineers, 8-113-21, KEB Road Opp: Forest Office Bada Bazar, Bidar. Ph: 9986121555",G375373 Dtd: 16.03.2022,15.03.2026,02 Years,9986121555,Amarpurna Engineers,8-113-21,Bidar,,
ECG Strips,"Amarpurna Engineers, 8-113-21, KEB Road Opp: Forest Office Bada Bazar, Bidar. Ph: 9986121555",G375373 Dtd: 16.03.2022,15.03.2026,02 Years,9986121555,Amarpurna Engineers,8-113-21,Bidar,,
Spiral earth Electrode,"Amarpurna Engineers, 8-113-21, KEB Road Opp: Forest Office Bada Bazar, Bidar. Ph: 9986121555",G375373 Dtd: 16.03.2022,15.03.2026,02 Years,9986121555,Amarpurna Engineers,8-113-21,Bidar,,
RCC MV Poles 11-KV W/L,"M/s. Basaveshwara Concrete Products, Plot No.19, KIADB Industrial Area, Chittapur Road, Bidar. Ph: 9945880777",12912-15 Dtd: 12.06.2024,11.06.2026,02 Years,9945880777,M/s. Basaveshwara Concrete Products,Plot No.19,Bidar,,
RCC MV Poles 15-KV W/L,"M/s. Basaveshwara Concrete Products, Plot No.19, KIADB Industrial Area, Chittapur Road, Bidar. Ph: 9945880777",12912-15 Dtd: 12.06.2024,11.06.2026,02 Years,9945880777,M/s. Basaveshwara Concrete Products,Plot No.19,Bidar,,
RCC MV Poles 8.0 Mtr. 400 Kg. W/L,"M/s. Basaveshwara Concrete Products, Plot No.19, KIADB Industrial Area, Chittapur Road, Bidar. Ph: 9945880777",12912-15 Dtd: 12.06.2024,11.06.2026,02 Years,9945880777,M/s. Basaveshwara Concrete Products,Plot No.19,Bidar,,
RCC MV Poles 9.0 Mtr. 400 Kg. W/L,"M/s. Basaveshwara Concrete Products, Plot No.19, KIADB Industrial Area, Chittapur Road, Bidar. Ph: 9945880777",12912-15 Dtd: 12.06.2024,11.06.2026,02 Years,9945880777,M/s. Basaveshwara Concrete Products,Plot No.19,Bidar,,
PSCC MV Poles 8.0 Mtr. 200 Kg. W/L,"M/s. Basaveshwara Concrete Products, Plot No.19, KIADB Industrial Area, Chittapur Road, Bidar. Ph: 9945880777",12912-15 Dtd: 12.06.2024,11.06.2026,02 Years,9945880777,M/s. Basaveshwara Concrete Products,Plot No.19,Bidar,,
PSCC MV Poles 9.0 Mtr. 200 Kg. W/L,"M/s. Basaveshwara Concrete Products, Plot No.19, KIADB Industrial Area, Chittapur Road, Bidar. Ph: 9945880777",12912-15 Dtd: 12.06.2024,11.06.2026,02 Years,9945880777,M/s. Basaveshwara Concrete Products,Plot No.19,Bidar,,
PSCC MV Poles 300 Kg. W/L,"M/s. Basaveshwara Concrete Products, Plot No.19, KIADB Industrial Area, Chittapur Road, Bidar. Ph: 9945880777",12912-15 Dtd: 12.06.2024,11.06.2026,02 Years,9945880777,M/s. Basaveshwara Concrete Products,Plot No.19,Bidar,,
"25kVA, 63kVA, 100kVA and 250kVA, EEI-2, 5 star rated CRGO type, Distribution Transformer","M/s. R.M.G. Transformers, #184/6, Sy. No. 184/6, Hirehalli Village, IB Post, Sira Tq., Tumkur Dist. Ph: 080-29721070, 9448252130, 9880890294",12976-78 Dtd: 12.06.2024,11.06.2026,02 Years,080-29721070 / 9448252130 / 9880890294,M/s. R.M.G. Transformers,#184/6,Tumkur Dist,,
"25kVA, 63kVA and 100kVA, EEI-2, 4 star rated CRGO type, Distribution Transformer","M/s. R.M.G. Transformers, #184/6, Sy. No. 184/6, Hirehalli Village, IB Post, Sira Tq., Tumkur Dist. Ph: 080-29721070, 9448252130, 9880890294",12976-78 Dtd: 12.06.2024,11.06.2026,02 Years,080-29721070 / 9448252130 / 9880890294,M/s. R.M.G. Transformers,#184/6,Tumkur Dist,,
"25kVA, 63kVA and 100kVA, 4 star rated CRGO type, Distribution Transformer EEI-2","M/s. J.M. Electrical Works, Heggundi Road, Heggundi and S.No. 29/1B, 29/2C, Huvinahadagali Tq., Ballary District. Ph: 9902911212",12904-07 Dtd: 12.06.2024,11.06.2026,02 Years,9902911212,M/s. J.M. Electrical Works,Heggundi Road,Ballary District,,
"25kVA, 63kVA and 100kVA, 5 star rated CRGO type, Distribution Transformer EEI-2","M/s. J.M. Electrical Works, Heggundi Road, Heggundi and S.No. 29/1B, 29/2C, Huvinahadagali Tq., Ballary District. Ph: 9902911212",12904-07 Dtd: 12.06.2024,11.06.2026,02 Years,9902911212,M/s. J.M. Electrical Works,Heggundi Road,Ballary District,,
11kV 200A Tilting type AB Switches,"M/s Sri Tulsi Switchgears Pvt. Ltd., F-138, IP, Phase-I, IDA Jeedimetla, Hyderabad, Telangana. Ph: 8008323484",81313-44 Dt: 17.05.2024,16.05.2026,02 Years,8008323484,M/s Sri Tulsi Switchgears Pvt. Ltd,F-138,Telangana,,
11kV 400A Double break AB Switches,"M/s Sri Tulsi Switchgears Pvt. Ltd., F-138, IP, Phase-I, IDA Jeedimetla, Hyderabad, Telangana. Ph: 8008323484",81313-44 Dt: 17.05.2024,16.05.2026,02 Years,8008323484,M/s Sri Tulsi Switchgears Pvt. Ltd,F-138,Telangana,,
33kV AB Switches,"M/s Sri Tulsi Switchgears Pvt. Ltd., F-138, IP, Phase-I, IDA Jeedimetla, Hyderabad, Telangana. Ph: 8008323484",81313-44 Dt: 17.05.2024,16.05.2026,02 Years,8008323484,M/s Sri Tulsi Switchgears Pvt. Ltd,F-138,Telangana,,
11kV & 33kV Polymeric Insulators,"M/s Sri Tulsi Switchgears Pvt. Ltd., F-138, IP, Phase-I, IDA Jeedimetla, Hyderabad, Telangana. Ph: 8008323484",81313-44 Dt: 17.05.2024,16.05.2026,02 Years,8008323484,M/s Sri Tulsi Switchgears Pvt. Ltd,F-138,Telangana,,
11kV & 33kV HDGI Guy Insulations,"M/s Sri Tulsi Switchgears Pvt. Ltd., F-138, IP, Phase-I, IDA Jeedimetla, Hyderabad, Telangana. Ph: 8008323484",81313-44 Dt: 17.05.2024,16.05.2026,02 Years,8008323484,M/s Sri Tulsi Switchgears Pvt. Ltd,F-138,Telangana,,
11kV & 33kV GI Fittings,"M/s Sri Tulsi Switchgears Pvt. Ltd., F-138, IP, Phase-I, IDA Jeedimetla, Hyderabad, Telangana. Ph: 8008323484",81313-44 Dt: 17.05.2024,16.05.2026,02 Years,8008323484,M/s Sri Tulsi Switchgears Pvt. Ltd,F-138,Telangana,,
LT Pin cross arms with GI pinned parts,"M/s Sri Tulsi Switchgears Pvt. Ltd., F-138, IP, Phase-I, IDA Jeedimetla, Hyderabad, Telangana. Ph: 8008323484",81313-44 Dt: 17.05.2024,16.05.2026,02 Years,8008323484,M/s Sri Tulsi Switchgears Pvt. Ltd,F-138,Telangana,,
11kV V Cross arms with GI Pin & Metal parts,"M/s Sri Tulsi Switchgears Pvt. Ltd., F-138, IP, Phase-I, IDA Jeedimetla, Hyderabad, Telangana. Ph: 8008323484",81313-44 Dt: 17.05.2024,16.05.2026,02 Years,8008323484,M/s Sri Tulsi Switchgears Pvt. Ltd,F-138,Telangana,,
11kV Horizontal V Cross arms with GI Pin & Metal parts,"M/s Sri Tulsi Switchgears Pvt. Ltd., F-138, IP, Phase-I, IDA Jeedimetla, Hyderabad, Telangana. Ph: 8008323484",81313-44 Dt: 17.05.2024,16.05.2026,02 Years,8008323484,M/s Sri Tulsi Switchgears Pvt. Ltd,F-138,Telangana,,
11kV Horizontal V Base Clamps,"M/s Sri Tulsi Switchgears Pvt. Ltd., F-138, IP, Phase-I, IDA Jeedimetla, Hyderabad, Telangana. Ph: 8008323484",81313-44 Dt: 17.05.2024,16.05.2026,02 Years,8008323484,M/s Sri Tulsi Switchgears Pvt. Ltd,F-138,Telangana,,
"25kVA, 63kVA, 100kVA & 250kVA, BIS certified, 4 star rated Aluminium wound CRGO core Distribution Transformers","M/s Kailash Transformers Pvt. Ltd., #23, KIADB Industrial Area, Chikbargi. Ph: 9844252549",12922-23 Dt: 12.06.2024,11.06.2026,02 Years,9844252549,M/s Kailash Transformers Pvt. Ltd,#23,Chikbargi,,
"25kVA, 63kVA, 100kVA & 250kVA, BIS certified, 4 star rated, Aluminium wound CRGO core Distribution Transformers","M/s Kiran Electricals Pvt. Ltd., 179, Road No.3, Kathwada GIDC Industrial Estate, Naroda Ahmedabad pin:382345 Ph: 9824022084",129767-39 Dt: 12.06.2024,11.06.2026,02 Years,9824022084,M/s Kiran Electricals Pvt. Ltd,179,Naroda Ahmedabad pin:,,382345
415/630kVA LT Panel (Non-Extendable),"M/s Kiran Electricals Pvt. Ltd., 179, Road No.3, Kathwada GIDC Industrial Estate, Naroda Ahmedabad pin:382345 Ph: 9824022084",129767-39 Dt: 12.06.2024,11.06.2026,02 Years,9824022084,M/s Kiran Electricals Pvt. Ltd,179,Naroda Ahmedabad pin:,,382345
LT Feeder Pillar Box,"M/s Kiran Electricals Pvt. Ltd., 179, Road No.3, Kathwada GIDC Industrial Estate, Naroda Ahmedabad pin:382345 Ph: 9824022084",129767-39 Dt: 12.06.2024,11.06.2026,02 Years,9824022084,M/s Kiran Electricals Pvt. Ltd,179,Naroda Ahmedabad pin:,,382345
DTC Box,"M/s Kiran Electricals Pvt. Ltd., 179, Road No.3, Kathwada GIDC Industrial Estate, Naroda Ahmedabad pin:382345 Ph: 9824022084",129767-39 Dt: 12.06.2024,11.06.2026,02 Years,9824022084,M/s Kiran Electricals Pvt. Ltd,179,Naroda Ahmedabad pin:,,382345
PSC Pole 9 Mtr 200 Kg W/L,"M/s. Navabharath Construction Co. Pvt. Ltd., Plot No. 5, 2nd Floor, 1st Main Road, Vasanth Nagar, Bangalore-560052",5334-42 Dtd: 31.01.2024,30.01.2026,02 Years,,M/s. Navabharath Construction Co. Pvt. Ltd,Plot No. 5,Bangalore-,,560052
PSC Pole 9 Mtr 300 Kg W/L,"M/s. Navabharath Construction Co. Pvt. Ltd., Plot No. 5, 2nd Floor, 1st Main Road, Vasanth Nagar, Bangalore-560052",5334-42 Dtd: 31.01.2024,30.01.2026,02 Years,,M/s. Navabharath Construction Co. Pvt. Ltd,Plot No. 5,Bangalore-,,560052
RCC Pole 9 Mtr 200 Kg W/L,"M/s. Navabharath Construction Co. Pvt. Ltd., Plot No. 5, 2nd Floor, 1st Main Road, Vasanth Nagar, Bangalore-560052",5334-42 Dtd: 31.01.2024,30.01.2026,02 Years,,M/s. Navabharath Construction Co. Pvt. Ltd,Plot No. 5,Bangalore-,,560052
RCC Pole 9 Mtr 300 Kg W/L,"M/s. Navabharath Construction Co. Pvt. Ltd., Plot No. 5, 2nd Floor, 1st Main Road, Vasanth Nagar, Bangalore-560052",5334-42 Dtd: 31.01.2024,30.01.2026,02 Years,,M/s. Navabharath Construction Co. Pvt. Ltd,Plot No. 5,Bangalore-,,560052
RCC Pole 9 Mtr 415 Kg W/L,"M/s. Navabharath Construction Co. Pvt. Ltd., Plot No. 5, 2nd Floor, 1st Main Road, Vasanth Nagar, Bangalore-560052",5334-42 Dtd: 31.01.2024,30.01.2026,02 Years,,M/s. Navabharath Construction Co. Pvt. Ltd,Plot No. 5,Bangalore-,,560052
RCC Pole 9 Mtr 535 Kg W/L,"M/s. Navabharath Construction Co. Pvt. Ltd., Plot No. 5, 2nd Floor, 1st Main Road, Vasanth Nagar, Bangalore-560052",5334-42 Dtd: 31.01.2024,30.01.2026,02 Years,,M/s. Navabharath Construction Co. Pvt. Ltd,Plot No. 5,Bangalore-,,560052
11kV VCB Panel (Indoor & Outdoor),"M/s. Vedant Switchgears, No.150, 10th Main Road, 3rd Phase, Peenya Industrial Area, Peenya, Bangalore-560058. Prop: Smt. P.S. Vedavathi Ph: 9845040596",5334-50 Dtd: 31.01.2024,30.01.2026,02 Years,9845040596,M/s. Vedant Switchgears,No.150,Bangalore-. Prop: Smt. P.S. Vedavathi,,560058
11kV Load Break Switch,"M/s. Vedant Switchgears, No.150, 10th Main Road, 3rd Phase, Peenya Industrial Area, Peenya, Bangalore-560058. Prop: Smt. P.S. Vedavathi Ph: 9845040596",5334-50 Dtd: 31.01.2024,30.01.2026,02 Years,9845040596,M/s. Vedant Switchgears,No.150,Bangalore-. Prop: Smt. P.S. Vedavathi,,560058
11kV Potential Transformer,"M/s. Vedant Switchgears, No.150, 10th Main Road, 3rd Phase, Peenya Industrial Area, Peenya, Bangalore-560058. Prop: Smt. P.S. Vedavathi Ph: 9845040596",5334-50 Dtd: 31.01.2024,30.01.2026,02 Years,9845040596,M/s. Vedant Switchgears,No.150,Bangalore-. Prop: Smt. P.S. Vedavathi,,560058
11kV VCB Panel (Indoor & Outdoor),"M/s. Vedant Switchgears, No.150, 10th Main Road, 3rd Phase, Peenya Industrial Area, Peenya, Bangalore-560058. Prop: Smt. P.S. Vedavathi Ph: 9845040596",5334-52 Dtd: 31.01.2024,30.01.2026,02 Years,9845040596,M/s. Vedant Switchgears,No.150,Bangalore-. Prop: Smt. P.S. Vedavathi,,560058
11kV Load Break Switch,"M/s. Vedant Switchgears, No.150, 10th Main Road, 3rd Phase, Peenya Industrial Area, Peenya, Bangalore-560058. Prop: Smt. P.S. Vedavathi Ph: 9845040596",5334-52 Dtd: 31.01.2024,30.01.2026,02 Years,9845040596,M/s. Vedant Switchgears,No.150,Bangalore-. Prop: Smt. P.S. Vedavathi,,560058
11kV Potential Transformer,"M/s. Vedant Switchgears, No.150, 10th Main Road, 3rd Phase, Peenya Industrial Area, Peenya, Bangalore-560058. Prop: Smt. P.S. Vedavathi Ph: 9845040596",5334-52 Dtd: 31.01.2024,30.01.2026,02 Years,9845040596,M/s. Vedant Switchgears,No.150,Bangalore-. Prop: Smt. P.S. Vedavathi,,560058
33kV VCB Panel (Indoor & Outdoor),"M/s. Vedant Switchgears, No.150, 10th Main Road, 3rd Phase, Peenya Industrial Area, Peenya, Bangalore-560058. Prop: Smt. P.S. Vedavathi Ph: 9845040596",5334-52 Dtd: 31.01.2024,30.01.2026,02 Years,9845040596,M/s. Vedant Switchgears,No.150,Bangalore-. Prop: Smt. P.S. Vedavathi,,560058
33kV Load Break Switch,"M/s. Vedant Switchgears, No.150, 10th Main Road, 3rd Phase, Peenya Industrial Area, Peenya, Bangalore-560058. Prop: Smt. P.S. Vedavathi Ph: 9845040596",5334-52 Dtd: 31.01.2024,30.01.2026,02 Years,9845040596,M/s. Vedant Switchgears,No.150,Bangalore-. Prop: Smt. P.S. Vedavathi,,560058
33kV Potential Transformer,"M/s. Vedant Switchgears, No.150, 10th Main Road, 3rd Phase, Peenya Industrial Area, Peenya, Bangalore-560058. Prop: Smt. P.S. Vedavathi Ph: 9845040596",5334-52 Dtd: 31.01.2024,30.01.2026,02 Years,9845040596,M/s. Vedant Switchgears,No.150,Bangalore-. Prop: Smt. P.S. Vedavathi,,560058
33kV CT/PT Units,"M/s. Vedant Switchgears, No.150, 10th Main Road, 3rd Phase, Peenya Industrial Area, Peenya, Bangalore-560058. Prop: Smt. P.S. Vedavathi Ph: 9845040596",5334-52 Dtd: 31.01.2024,30.01.2026,02 Years,9845040596,M/s. Vedant Switchgears,No.150,Bangalore-. Prop: Smt. P.S. Vedavathi,,560058
33kV Metering Cubicle,"M/s. Vedant Switchgears, No.150, 10th Main Road, 3rd Phase, Peenya Industrial Area, Peenya, Bangalore-560058. Prop: Smt. P.S. Vedavathi Ph: 9845040596",5334-52 Dtd: 31.01.2024,30.01.2026,02 Years,9845040596,M/s. Vedant Switchgears,No.150,Bangalore-. Prop: Smt. P.S. Vedavathi,,560058
33kV Isolator Structure,"M/s. Vedant Switchgears, No.150, 10th Main Road, 3rd Phase, Peenya Industrial Area, Peenya, Bangalore-560058. Prop: Smt. P.S. Vedavathi Ph: 9845040596",5334-52 Dtd: 31.01.2024,30.01.2026,02 Years,9845040596,M/s. Vedant Switchgears,No.150,Bangalore-. Prop: Smt. P.S. Vedavathi,,560058
33kV DP Structure,"M/s. Vedant Switchgears, No.150, 10th Main Road, 3rd Phase, Peenya Industrial Area, Peenya, Bangalore-560058. Prop: Smt. P.S. Vedavathi Ph: 9845040596",5334-52 Dtd: 31.01.2024,30.01.2026,02 Years,9845040596,M/s. Vedant Switchgears,No.150,Bangalore-. Prop: Smt. P.S. Vedavathi,,560058
33kV VCB Panel with CT/PT Units,"M/s. Vedant Switchgears, No.150, 10th Main Road, 3rd Phase, Peenya Industrial Area, Peenya, Bangalore-560058. Prop: Smt. P.S. Vedavathi Ph: 9845040596",5334-52 Dtd: 31.01.2024,30.01.2026,02 Years,9845040596,M/s. Vedant Switchgears,No.150,Bangalore-. Prop: Smt. P.S. Vedavathi,,560058
33kV Metering Cubicle with CT/PT Units,"M/s. Vedant Switchgears, No.150, 10th Main Road, 3rd Phase, Peenya Industrial Area, Peenya, Bangalore-560058. Prop: Smt. P.S. Vedavathi Ph: 9845040596",5334-52 Dtd: 31.01.2024,30.01.2026,02 Years,9845040596,M/s. Vedant Switchgears,No.150,Bangalore-. Prop: Smt. P.S. Vedavathi,,560058
PSC Pole 9 Mtr 200 Kg W/L,"M/s. Navabharath Construction Co. Pvt. Ltd., Plot No. 5, 2nd Floor, 1st Main Road, Vasanth Nagar, Bangalore-560052",5334-42 Dtd: 31.01.2024,30.01.2026,02 Years,,M/s. Navabharath Construction Co. Pvt. Ltd,Plot No. 5,Bangalore-,,560052
PSC Pole 9 Mtr 300 Kg W/L,"M/s. Navabharath Construction Co. Pvt. Ltd., Plot No. 5, 2nd Floor, 1st Main Road, Vasanth Nagar, Bangalore-560052",5334-42 Dtd: 31.01.2024,30.01.2026,02 Years,,M/s. Navabharath Construction Co. Pvt. Ltd,Plot No. 5,Bangalore-,,560052
RCC Pole 9 Mtr 200 Kg W/L,"M/s. Navabharath Construction Co. Pvt. Ltd., Plot No. 5, 2nd Floor, 1st Main Road, Vasanth Nagar, Bangalore-560052",5334-42 Dtd: 31.01.2024,30.01.2026,02 Years,,M/s. Navabharath Construction Co. Pvt. Ltd,Plot No. 5,Bangalore-,,560052
RCC Pole 9 Mtr 300 Kg W/L,"M/s. Navabharath Construction Co. Pvt. Ltd., Plot No. 5, 2nd Floor, 1st Main Road, Vasanth Nagar, Bangalore-560052",5334-42 Dtd: 31.01.2024,30.01.2026,02 Years,,M/s. Navabharath Construction Co. Pvt. Ltd,Plot No. 5,Bangalore-,,560052
RCC Pole 9 Mtr 415 Kg W/L,"M/s. Navabharath Construction Co. Pvt. Ltd., Plot No. 5, 2nd Floor, 1st Main Road, Vasanth Nagar, Bangalore-560052",5334-42 Dtd: 31.01.2024,30.01.2026,02 Years,,M/s. Navabharath Construction Co. Pvt. Ltd,Plot No. 5,Bangalore-,,560052
RCC Pole 9 Mtr 535 Kg W/L,"M/s. Navabharath Construction Co. Pvt. Ltd., Plot No. 5, 2nd Floor, 1st Main Road, Vasanth Nagar, Bangalore-560052",5334-42 Dtd: 31.01.2024,30.01.2026,02 Years,,M/s. Navabharath Construction Co. Pvt. Ltd,Plot No. 5,Bangalore-,,560052
11kV VCB Panel (Indoor & Outdoor),"M/s. Vedant Switchgears, No.150, 10th Main Road, 3rd Phase, Peenya Industrial Area, Peenya, Bangalore-560058. Prop: Smt. P.S. Vedavathi Ph: 9845040596",5334-50 Dtd: 31.01.2024,30.01.2026,02 Years,9845040596,M/s. Vedant Switchgears,No.150,Bangalore-. Prop: Smt. P.S. Vedavathi,,560058
11kV Load Break Switch,"M/s. Vedant Switchgears, No.150, 10th Main Road, 3rd Phase, Peenya Industrial Area, Peenya, Bangalore-560058. Prop: Smt. P.S. Vedavathi Ph: 9845040596",5334-50 Dtd: 31.01.2024,30.01.2026,02 Years,9845040596,M/s. Vedant Switchgears,No.150,Bangalore-. Prop: Smt. P.S. Vedavathi,,560058
11kV Potential Transformer,"M/s. Vedant Switchgears, No.150, 10th Main Road, 3rd Phase, Peenya Industrial Area, Peenya, Bangalore-560058. Prop: Smt. P.S. Vedavathi Ph: 9845040596",5334-50 Dtd: 31.01.2024,30.01.2026,02 Years,9845040596,M/s. Vedant Switchgears,No.150,Bangalore-. Prop: Smt. P.S. Vedavathi,,560058
11kV VCB Panel (Indoor & Outdoor),"M/s. Vedant Switchgears, No.150, 10th Main Road, 3rd Phase, Peenya Industrial Area, Peenya, Bangalore-560058. Prop: Smt. P.S. Vedavathi Ph: 9845040596",,,,9845040596,M/s. Vedant Switchgears,No.150,Bangalore-. Prop: Smt. P.S. Vedavathi,,560058
